Id,Name,Ratings,Price_Rs,Original_Price_Rs,Discount_Element,Annual_Power_Usage,Room_Size_sqft,Warranty
139,ONIDA 1.5 Ton 5 Star Split Inverter AC  - White,4.1,"33,490","50,900",34%, 767.34 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida
140,Haier 1.2 Ton 3 Star Split Inverter AC  - White,4,"30,990","60,990",49%, 823.55 kWh, 91 - 110 ,1 Year Warranty on Product and 12 Years on Compressor From Haier
141,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1 Ton 4 Star Split Inverter AC with Wi-f...",4.1,"35,990","51,100",29%, 601.5 W,90,1 Year Warranty on Product
142,Voltas 2023 Model 0.6 Ton 2 Star Split AC  - White,4.2,"22,990","49,690",53%, 475.3 kWh,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
143,SAMSUNG 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4.2,"41,990","67,990",38%, 832.8 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor From Samsung
144,Lloyd 1 Ton 3 Star Split AC  - White,N/A,"30,950","44,990",31%, 781.85 kWh,90,1 Year Warranty on Product and 5 Years on Compresser
145,SAMSUNG 1.5 Ton 4 Star Split Inverter AC  - White,N/A,"64,990",N/A,N/A, 850.195 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
146,"Blue Star Convertible 4 in 1 Cooling 2023 Model 1 Ton 4 Star Split Inverter Multi Sensors, Stabalizer ...",4.2,"35,630","59,500",40%, 583.06 kWh,90,1 Year Warranty on Product
147,Godrej 5-in-1 Convertible Cooling 2023 Model 2 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.8,"40,990","60,990",32%, 1201.27 kWh, 151 - 200 ,10 years warranty on Inverter compressor
148,Panasonic 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4,"34,990","54,600",35%, 523.15 kWh,90,1 Year Comprehensive Warranty on Product
149,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1 Ton 5 Star Split Inverter AC with Wi-f...",3.5,"41,990","61,900",32%, 523.98 W,90,1 Year Warranty on Product
150,Voltas 2 Ton 3 Star Split Inverter AC  - White,3.8,"45,890","79,990",42%, 1220.59 kWh, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
151,LG AI Convertible 6-in-1 Cooling 2024 Model 0.8 Ton 3 Star Split Dual Inverter HD Filter with Anti-Vir...,4.1,"31,990","67,990",52%, 625.33 W,90,1 Year Warranty on Product
152,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1 Ton 5 Star Split Inverter wi...,4.1,"43,990","68,400",35%, 531.41 kWh,90,1 Year Comprehensive Warranty on Product
153,Daikin 2023 Model 1 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,4.1,"38,990","55,500",29%, 523.54 kWh,90,1 Year Warranty on Product
154,Panasonic Convertible 7-in-1 with Additional AI Mode Hot & Cold 2023 Model 1.5 Ton 3 Star Split Invert...,4.1,"47,990","61,400",21%, 972.89 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product
155,Godrej 2023 Model 1 Ton 3 Star Split Inverter AC  - White,3.9,"28,799","44,990",35%, 694.03 kWh,90,1 Year Manufacturer Warranty on Product and 10 Years Warranty on Compressor
156,Hitachi Ice Clean Frost Wash Technology 2023 Model 1 Ton 5 Star Split Inverter Xpandable plus Ambience...,3.7,"38,499","63,350",39%, 533.61 kWh,90,1 Year Warranty on Product
157,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1 Ton 5 Star Split Inverter AC with Wi-f...",3,"44,990","64,900",30%, 516.33 W,90,1 Year Warranty on Product
158,Lloyd 1.5 Ton 3 Star Split Inverter AC  - Red,3.8,"36,513","60,990",40%, 1002.76 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
159,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Dual Inverter 4 Way Swing, HD Filter ...",N/A,"56,990","91,990",38%, 744.99 W, 111 - 150 ,1 Year Warranty on Product
160,"Haier Turbo Cool Plus 2023 Model 1 Ton 2 Star Split Extreme Temperature Cooling,Micro Antibacterial Fi...",3.7,"28,058","52,490",46%, 752.43 kWh,90,1 Year Comprehensive Warranty and 6 Years on Compressor
161,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,4,"32,400","40,657",20%, 975.26 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
162,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"35,490","68,990",48%, 999.69 W, 111 - 150 ,5 Years Warranty on Product
163,"Haier Frost Self-Clean 2023 Model 1 Ton 3 Star Split Inverter Intelli smart, Intelli Convertible 7-in-...",3.7,"31,490","61,490",48%, 694.49 kWh,90,1 Year Comprehensive Warranty on Product and 12 Years Warranty on Compressor
164,"Whirlpool 2023 Model 1 Ton 3 Star Split AC  - White, Grey",4.1,"28,990","38,000",23%, 980 kWh,90,1 year comprehensive+5year on compressor
165,"Lloyd Stylus 6 in 1 Convertible, Changeable AC Facia 2024 Model 1.5 Ton 5 Star Split Inverter Anti-Vir...",3.2,"46,000","77,990",41%, 751.65 W, 111 - 150 ,1 Year Comprehensive Warranty on AC
166,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",4.1,"27,710","42,500",34%, 521.6 kWh,90,1 Year Warranty on Product
167,TOSHIBA 1.8 Ton 5 Star Split Inverter AC  - White,4,"56,796","74,100",23%, 996.24 kWh, 151 - 200 ,1 Year on product
168,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 4 Star Split Inverter AC with Wi...",4.1,"40,990","59,400",30%, 876.76 W, 111 - 150 ,1 Year Warranty on Product
169,Haier 2 Ton 3 Star Split Inverter AC  - White,4,"81,990",N/A,N/A, 980 kWh, 151 - 200 ,1 Year Warranty on Product and 12 Years on Compressor From Haier
170,Lloyd 2023 Model 2 Ton 3 Star Split Inverter AC  - White,4.1,"45,990","77,990",41%, 1261.37 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
171,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 4 Star Split Inverter Xpandable plus Ambien...,3.7,"46,990","96,450",51%, 1096.51 kWh, 151 - 200 ,1 Year Warranty on Product
172,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter WindFree Technology AC  - ...,4,"41,990","73,990",43%, 749.48 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
173,Blue Star 1 Ton 3 Star Split Inverter AC  - White,4.1,"32,949","51,750",36%, 703.9 W,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
174,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,3.4,"42,490","77,990",45%, 759.07 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
175,"Haier 7 in 1 Convertible 2 Ton 3 Star Split Inverter with Anti Bacterial Filter, 60 High Ambient Perfo...",4,"49,990","83,990",40%, 1276.55 W, 151 - 200 ,5 Years Warranty on Product and 12 Years Warranty on Compressor
176,Whirlpool 6th Sense Convertible 4-in-1 Cooling 2023 Model 1 Ton 5 Star Split Inverter With Heavy Duty ...,4.2,"33,990","64,200",47%, 515.27 W,90,1 Year Warranty on Product and 4 Years Warranty on Compressor
177,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.5 Ton 3 Star Split Inverter Smart Ready, 7 Stage...",3.8,"34,990","50,490",30%, 1005.73 kWh, 111 - 150 ,1 Year Warranty on Product
178,Godrej 5-in-1 Convertible Cooling 2023 Model 1.7 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,4.5,"36,990","49,990",26%, 1131.4 kWh, 151 - 200 ,1 Year Warranty on Whole Product
179,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1 Ton 5 Star Split Inverter wi...,4.1,"39,990","64,400",37%, 531.41 kWh,90,1 Year Comprehensive Warranty on Product
180,Blue Star 2 Ton 3 Star Split AC  - White,2.3,"51,205","63,999",19%, 1250.18 kWh, 151 - 200 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
181,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"51,990",N/A,N/A, 604.19 kWh, 111 - 150 ,1 Year on Product and 5 Years on Compressor from Voltas
182,"Lloyd Stylus 6 in 1 Convertible, Changeable AC Facia 2024 Model 1 Ton 3 Star Split Inverter Anti-Viral...",3.2,"34,500","59,990",42%, 689.77 W,90,1 Year Comprehensive Warranty on AC
183,CARRIER 1.5 Ton 3 Star Split 2 Way Air Directional control with HD Filter(2023 Model AC  - White,4.4,"38,999","64,190",39%, 1045.04 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
184,"Lloyd Stylus 6 in 1 Convertible, Changeable AC Facia 2024 Model 1 Ton 5 Star Split Inverter Anti-Viral...",3.2,"40,000","66,990",40%, 520.93 W,90,1 Year Comprehensive Warranty on AC
185,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,4.2,"38,490","61,990",37%, 1002.84 kWh, 111 - 150 ,1 Year on Product and 5 Year on Compressor from Onida
186,"Haier Frost Self-Clean 2023 Model 1.5 Ton 3 Star Split Inverter Cooling at Extreme Temperature, Super ...",4,"38,300","64,000",40%, 925.24 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 12 Years Warranty on Compressor
187,"LG Super Convertible 6-in-1 Cooling 1 Ton 5 Star Split Inverter AI, 4 Way Swing, HD Filter with Anti-V...",4.1,"43,322","62,990",31%, 571.99 kWh,90,1 Year on Product
188,MarQ by Flipkart 1 Ton 3 Star Split Inverter AC  - White,4.2,"26,666","40,000",33%, 980 kWh,90,1 Year on Product and 5 Years on Compressor from MarQ by Flipkart
189,Lloyd 1 Ton 3 Star Split AC  - White,4,"30,899","41,990",26%, 743.14 kWh,90,1 Year Comprehensive Warranty on AC and 5 Years on Compressor From Lloyd
190,Voltas 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,4,"35,990","59,990",40%, 1037.23 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
191,"Haier 1.6 Ton 5 Star Split Inverter with Anti Bacterial Filter, 60 High Ambient Performance, 20 Mtrs A...",3.7,"45,300","72,990",37%, 836.95 W, 151 - 200 ,5 Years Warranty on Product and 12 Years Warranty on Compressor
192,Voltas 2023 Model 1.5 Ton 3 Star Split AC  - White,4.1,"38,490","67,490",42%, 997.82 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
193,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 3 Star Split Inverter Xpandable plus Ambien...,4,"40,990","73,300",44%, 1251 kWh, 151 - 200 ,1 Year Warranty on Product
194,Thomson 2023 Model 1.5 Ton 2 Star Split With iBreeze Technology AC  - White,4,"28,990","39,999",27%, 732.3 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
195,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"40,250","66,000",39%, 999.69 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
196,"Haier Frost Self-Clean 2023 Model 1 Ton 3 Star Split Inverter Intelli Convertible 7-in-1, Triple Inver...",4,"29,999","60,490",50%, 694.49 kWh,90,1 Year Comprehensive Warranty on Product and 12 Years Warranty on Compressor
197,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.9,"28,990","56,990",49%, 682.59 W,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
198,TOSHIBA 1.5 Ton 3 Star Split Inverter AC  - White,3.9,"41,500","54,300",23%, 987.7 kWh, 111 - 150 ,1 Year on product
199,MarQ by Flipkart 2024 Range 2 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology ...,4.1,"35,990","65,999",45%, 1281.64 W, 151 - 200 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
200,Daikin 1.8 Ton 3 Star Split AC  - White,3.3,"46,900","66,200",29%, 1357.01 kWh, 151 - 200 ,1 Year Comprehensive Warranty on AC and 5 Years on Compressor
201,Daikin 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,3.9,"58,999","81,200",27%, 667.36 kWh, 111 - 150 ,1 Year Warranty on Product
202,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,4,"32,790","65,000",49%, 0 kWh, 111 - 150 ,1 Year on Comprehensive Unit 
203,MITASHI 1 Ton 3 Star Split Inverter AC  - White,4.2,"29,500","40,500",27%, 765.59 kWh,90,5 Years Product and 5 Years on Compressor from Mitashi
204,"Blue Star 2023 Model 1 Ton 2 Star Split Multi Sensors, Comfort Sleep Mode, Turbo Cool, Self Diagnosis,...",4.2,"30,990","44,250",29%, 727.66 kWh,90,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
205,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter i-sense Technology with Blu...,3.9,"31,999","46,900",31%, 980.37 kWh, 111 - 150 ,10 years warranty on Inverter compressor
206,Whirlpool Convertible 4-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter 6th Sense Technology AC ...,4,"32,490","62,000",47%, 963.21 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
207,Hitachi Iconic wave design 2023 Model 1.8 Ton 2 Star Split Soft dry Silent Air Ambience Light R 32 AC ...,4.1,"42,990","66,900",35%, 1310.56 kWh, 151 - 200 ,1 Year Warranty on Product and  5 Years Warranty on Compressor
208,Blue Star 1.5 Ton Split Turbo AC  - White,N/A,"37,290","63,500",41%, 111 - 150 sqft,,
209,Lloyd 1.25 Ton 3 Star Split Inverter AC  - White,4.3,"34,994","52,990",33%, 1700 kWh,,
210,LG 1.5 Ton 4 Star Split Inverter Convertible 5-in-1 Cooling HD Filter with Anti-Virus Protection AC  -...,4.1,"43,322","71,990",39%, 847.58 kWh, 111 - 150 ,1 Year on Product
211,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.5 Ton 5 Star Split Inverter Smart Ready, 7 Stage...",3.8,"42,990","57,990",25%, 798.18 kWh, 111 - 150 ,1 Year Warranty on Product
212,Godrej 1.5 Ton 5 Star Split Inverter AC  - White,2.8,"41,300","54,500",24%, 889.16 kWh, 111 - 150 ,1 Year Warranty on Product
213,"Godrej 1 Ton 3 Star Split Inverter With Anti-Virus Protection AC  - White, Gold",3.9,"32,631","36,900",11%, 752.58 kWh,90,1 Year Warranty on Product and 10 Years on Compressor
214,"Blue Star Convertible 4 in 1 Cooling 2023 Model 1.5 Ton 4 Star Split Inverter Multi Sensors, Stabalize...",4,"40,990","69,500",41%, 840.75 kWh, 111 - 150 ,1 Year Warranty on Product
215,Whirlpool Convertible 4-in-1 Cooling 2023 Model 0.8 Ton 3 Star Split Inverter 6th Sense Technology AC ...,4,"26,990","55,900",51%, 748.27 kWh,90,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
216,Lloyd 1 Ton 3 Star Split Inverter AC  - White,4.3,"30,999","44,900",30%, 5500 kWh,90,1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd
217,LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Plasmaster (Ionizer) 4 Way S...,4.2,"51,600","81,990",37%, 685.26 kWh, 111 - 150 ,1 Year Warranty on Product
218,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.9,"29,999","56,990",47%, 700.57 kWh,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
219,Lloyd 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,N/A,"48,474","79,990",39%, 794.34 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
220,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1 Ton 5 Star Split Inverter wi...,4.1,"37,490","54,600",31%, 523.15 kWh,90,1 Year Comprehensive Warranty on Product
221,LG Convertible 5-in-1 Cooling 1.5 Ton 5 Star Split Inverter AC  - White,4.3,"34,419","66,990",48%, 520 kWh, 111 - 150 ,1 Year on Product
222,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,1.7,"34,990","70,000",50%, 975.26 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
223,Lloyd 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4.2,"40,980","64,900",36%, 715.07 W, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
224,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...",4.1,"49,990","75,990",34%, 685.26 kWh, 111 - 150 ,1 Year Warranty on Product
225,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,3.9,"33,994","48,900",30%, 524.03 kWh,90,10 years warranty on Inverter compressor
226,Godrej 1.5 Ton 3 Star Split Inverter AC  - Cypress,3.9,"35,990","48,900",26%, 1650 W, 111 - 150 ,10 years extended warranty on Inverter compressor
227,Blue Star 2023 Model 2 Ton 3 Star Split Inverter AC  - White,4,"46,990","71,750",34%, 1261.37 kWh, 151 - 200 ,1 Year Warranty on Product
228,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.5 Ton 3 Star Split Inverter Xpandable plus Ambien...,4,"37,000","63,100",41%, 1024.34 kWh, 111 - 150 ,1 Year Warranty on Product
229,Haier 1.6 Ton 5 Star Split Inverter AC  - White,3.2,"43,490","72,490",40%, 880.3 kWh, 151 - 200 ,1 Year Warranty on Product and 12 Years on Compressor
230,Whirlpool 1.5 Ton 5 Star Split Inverter AC  - White,4.8,"38,390","74,700",48%, 867.41 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years on Compressor
231,"LG Super Convertible 5-in-1 Cooling, 2023 Model 1.2 Ton 3 Star Split Inverter HD Filter with Anti-Viru...",4.1,"33,990","68,990",50%, 849.1 kWh, 91 - 110 ,1 Year Warranty on Product
232,Lloyd 1 Ton 5 Star Split Inverter AC  - White,3.9,"37,999","58,000",34%, 574.71 kWh,90,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
233,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"35,990","63,500",43%, 1012.44 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
234,Voltas 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4.2,"41,450","75,990",45%, 759.07 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
235,Lloyd 1 Ton 3 Star Split Inverter AC  - White,4.2,"29,090","45,990",36%, 698.49 kWh,90,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
236,CARRIER 1 Ton 5 Star Split Inverter AC  - White,3.9,"34,990","64,790",45%, 536.2 W,90,1 Year Warranty on Product
237,Hitachi Ice Clean Frost Wash Technology 2023 Model 2 Ton 3 Star Split Inverter Xpandable plus Ambience...,3.7,"51,999","81,850",36%, 1397.61 kWh, 151 - 200 ,1 Year Warranty on Product
238,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"36,990","55,400",33%, 988.6 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
239,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,4.8,"56,500","62,900",10%, 0 kWh, 111 - 150 ,1 Year on Product
240,"Haier Turbo Cool Plus 2023 Model 1 Ton 3 Star Split Extreme Temperature Cooling,Micro Antibacterial Fi...",4.1,"31,999","54,490",41%, 2631.91 kWh,90,1 Year Comprehensive Warranty and 6 Years on Compressor
241,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.7,"31,900","45,990",30%, 1123.23 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years on Compressor
242,Godrej 5-In-1 Convertible Cooling 1.5 Ton 3 Star Split Inverter Anti-Leak AC  - White,3.9,"34,990","48,900",28%, 980.37 kWh, 111 - 150 ,10 years warranty on Inverter compressor
243,Whirlpool 4 in 1 Convertible Cooling 1.5 Ton 3 Star Split Inverter AC  - White,4.1,"39,247","62,200",36%, 1029.65 kWh, 111 - 150 ,1 Year Warranty on Product
244,Daikin 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,4.2,"39,500","61,300",35%, 966.47 kWh, 111 - 150 ,1 Year Warranty on Product
245,Electrolux Convertible 1 Ton 3 Star Split Inverter Expandable Anti-bacterial & PM2.5 Filter AC  - Whit...,3.4,"33,490","58,990",43%, 668.13 kWh,90,1 Year Standard Warranty on Product; 10 Years Warranty on Compressor; 5 Years Warranty on  PCB
246,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"41,500","65,400",36%, 698.67 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
247,Hisense 1 Ton 3 Star Split Inverter Smart AC with Wi-fi Connect  - White,4.1,"27,777","33,990",18%, 1200 kWh,90,1 Year on Product
248,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,4.3,"40,999","62,000",33%, 856.63 kWh, 111 - 150 ,1 Year on Product
249,Lloyd 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.1,"28,800","49,990",42%, 700.06 W,90,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
250,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,2.8,"44,490","75,400",40%, 783.33 W, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor
251,Hisense 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,N/A,"31,990","50,000",36%, 981.09 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
252,Blue Star 1 Ton 3 Star Split Inverter AC  - White,N/A,"32,990","46,250",28%, 681.21 W,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
253,SAMSUNG Convertible 5-in-1 Cooling Mode 1.5 Ton 5 Star Split Inverter Anti Bacteria Filter AC  - White,4.1,"42,990","65,990",34%, 832.8 kWh, 111 - 150 ,1 Year Standard Warranty on Product
254,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,4.2,"39,794","67,990",41%, 964.1 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor from Carrier
255,ONIDA 2023 Model 1 Ton 3 Star Split Inverter AC  - White,4.2,"28,900","40,990",29%, 696.69 kWh,90,1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida
256,IFB AI Convertible 8-in-1 Cooling 2024 Model 2 Ton 3 Star Split Inverter 7 Stage Air Treatment AC with...,3.8,"47,990","64,490",25%, 1248.28 W, 151 - 200 ,1 Year Warranty on Product
257,Voltas 1 Ton 5 Star Split Inverter AC  - White,3.8,"34,958","63,990",45%, 542.35 kWh,90,1 Year Warranty on Product and 10 Years Warranty on Compressor
258,Blue Star 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4.5,"44,890","59,990",25%, 774.88 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Compressor Warranty
259,IFB 1.5 Ton 3 Star Split Inverter AC  - White,4.6,"39,500","50,600",21%, 0 kWh, 111 - 150 ,1 Year on Product
260,Panasonic 1 Ton 5 Star Split Inverter AC  - White,4.3,"39,990","49,500",19%, 573.24 kWh,90,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
261,Voltas 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,4.2,"40,990","75,990",46%, 750.39 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor
262,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.5 Ton 5 Star Split Inverter Xpandable plus Ambien...,4,"38,990","74,100",47%, 813.13 kWh, 111 - 150 ,1 Year Warranty on Product
263,Hitachi Ice Clean Frost Wash Technology 2023 Model 1 Ton 5 Star Split Inverter Xpandable plus Ambience...,4,"36,990","62,600",40%, 533.61 kWh,90,1 Year Warranty on Product
264,Panasonic 1 Ton 5 Star Split Inverter AC  - White,4.3,"39,990","49,500",19%, 573.24 kWh,90,1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic
265,CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,4.2,"39,794","67,990",41%, 964.1 kWh, 111 - 150 ,1 Year Warranty on Product and 10 Years Warranty on Compressor from Carrier
266,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.5 Ton 5 Star Split Inverter Xpandable plus Ambien...,4,"38,990","74,100",47%, 813.13 kWh, 111 - 150 ,1 Year Warranty on Product
267,Hitachi Ice Clean Frost Wash Technology 2023 Model 1 Ton 5 Star Split Inverter Xpandable plus Ambience...,4,"36,990","62,600",40%, 533.61 kWh,90,1 Year Warranty on Product
268,SAMSUNG Convertible 5-in-1 Cooling Mode 2023 Model 1.5 Ton 4 Star Split Inverter AC  - White,4.1,"33,990","64,990",47%, 850.19 kWh, 111 - 150 ,1 Year Standard Warranty on Product and 10 Years Warranty on Compressor
269,Haier 1.6 Ton 5 Star Split Inverter AC  - White,3.7,"41,000","71,900",42%, 836.95 W, 151 - 200 ,1 Year Warranty on Product and 12 Years Warranty on Compressor
270,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,4.1,"34,990","59,990",41%, 1002.76 kWh, 111 - 150 ,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
271,"Hitachi 1.5 Ton 5 Star Split Inverter AC  - Gold, White",N/A,"48,900","60,500",19%, 1305.63 kWh, 111 - 150 ,1 Year Warranty on Complete Product and 5 Years on Compressor
272,Electrolux Convertible 1.5 Ton 3 Star Split Inverter Expandable Anti-bacterial & PM2.5 Filter AC  - Wh...,3,"37,490","65,990",43%, 1000.9 kWh, 111 - 150 ,1 Year Standard Warranty on Product; 10 Years Warranty on Compressor; 5 Years Warranty on  PCB
273,"Hitachi 5400FXL 2023 Model 1 Ton 5 Star Split Inverter ice Clean, Xpandable Plus, Long air throw with ...",3.9,"42,749","62,600",31%, 533.61 W,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
274,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,4.8,"32,490","44,900",27%, 1002.84 kWh, 111 - 150 ,1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida
275,CARRIER 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4,"42,800","65,790",34%, 594.17 kWh,90,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
276,Voltas 2 Ton 3 Star Split Inverter AC  - White,4,"44,999","74,264",39%, 151 - 200 sqft,,
277,Hitachi 1.5 Ton 3 Star Split Inverter AC  - Gold,3.4,"39,590","50,490",21%, 111 - 150 sqft,,
278,"Haier Frost Self-Clean 2023 Model 1.5 Ton 5 Star Split Inverter Intelli Convertible 7-in-1, Cooling at...",4,"40,990","71,490",42%, 743.05 kWh, 111 - 150 ,5 Years Comprehensive Warranty and 12 Years Compressor Warranty
279,CARRIER 1 Ton 5 Star Split Inverter AC  - White,4.7,"42,900","68,190",37%, 594.17 kWh,90,1 Year Comprehensive Warranty on AC and 10 Years on Compressor
280,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,4.1,"41,173","62,500",34%, 1006.84 W, 111 - 150 ,1 Year Warranty on Product
281,ONIDA Convertible 5-in-1 Cooling 1 Ton 3 Star Split Inverter AC  - White,4.1,"27,490","40,900",32%, 674.08 W,90,1 Year Warranty on Product and 5 Years Warranty on Compressor
